,date,code,kind_of_trade,turnover
8362,5/1/2016,WZ08-471,Retail sale in non-specialised stores,100.4
8363,5/1/2016,WZ08-4778,Other retail sale of new goods,102.8
8364,5/1/2016,WZ08-4721,Retail sale of fruit and vegetables,150.3
8365,5/1/2016,WZ08-4791,Retail sale via mail order houses or via Internet,105.4
8366,5/1/2016,WZ08-47523,"Retail sale of paints	varnishes	building material",124.4
8367,5/1/2016,WZ08-4726,Retail sale of tobacco products,102.3
8368,5/1/2016,WZ08-47622,"Retail sale of stationery	school a.office supplies",83
8369,5/1/2016,WZ08-4775,Retail sale of cosmetic and toilet articles,100.6
8370,5/1/2016,WZ08-4719-02,Retail sale of non-food,100.5
8371,5/1/2016,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",102.2
8372,5/1/2016,WZ08-4719-01,Retail sale of non-food (incl. markets of food),100.4
8373,5/1/2016,WZ08-474,Retail sale of information a. communication equip.,82.3
8374,5/1/2016,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",100.9
8375,5/1/2016,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),100.3
8376,5/1/2016,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",99.9
8377,5/1/2016,WZ08-47789,Other retail sale of new goods,93.3
8378,5/1/2016,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",100.9
8379,5/1/2016,WZ08-476,Retail sale of cultural and recreation goods,99.8
8380,5/1/2016,WZ08-47599,Retail sale of household articles n.e.c.,83.7
8381,5/1/2016,WZ08-4742,Retail sale of telecommunications equipment,85.6
8382,5/1/2016,WZ08-4763,Retail sale of music and video recordings,81.9
8383,5/1/2016,WZ08-47191,Retail sale in non-specialised stores (ex. food),85.7
8384,5/1/2016,WZ08-4743,Retail sale of audio and video equipment,82.5
8385,5/1/2016,WZ08-47521,Retail sale of hardware and plastic products,115
8386,5/1/2016,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",100.9
8387,5/1/2016,WZ08-47301,Retail sale on behalf of others of automotive fuel,105.3
8388,5/1/2016,WZ08-4719,Other retail sale in non-specialised stores,90.5
8389,5/1/2016,WZ08-47791,Retail sale of antiques and antique rugs in stores,114.2
8390,5/1/2016,WZ08-4773,Dispensing chemist,100.6
8391,5/1/2016,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",167.1
8392,5/1/2016,WZ08-4722,Retail sale of meat and meat products,97.7
8393,5/1/2016,WZ08-4725,Retail sale of beverages,107.9
8394,5/1/2016,WZ08-471-01,Retail trade in-store,100.9
8395,5/1/2016,WZ08-4772,Retail sale of footwear and leather goods,117.4
8396,5/1/2016,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",102
8397,5/1/2016,WZ08-4711-02,Retail sale of food,101.6
8398,5/1/2016,WZ08-4741-01,Retail sale of books and stationery,102.6
8399,5/1/2016,WZ08-4764,Retail sale of sporting equipment,120.9
8400,5/1/2016,WZ08-4762,Retail sale of newspapers and stationery,90.7
8401,5/1/2016,WZ08-4751,Retail sale of textiles,86.8
8402,5/1/2016,WZ08-4711,Retail sale in non-spec. stores with food etc.,101.2
8403,5/1/2016,WZ08-47112,Other retail sale in non-spec.stores with food etc,96.8
8404,5/1/2016,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",103.2
8405,5/1/2016,WZ08-47721,Retail sale of footwear,114.8
8406,5/1/2016,WZ08-471-04,"Retail trade	 except retail sale of fuels",101.1
8407,5/1/2016,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",100.2
8408,5/1/2016,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",100.1
8409,5/1/2016,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",99.2
8410,5/1/2016,WZ08-4754,Retail sale of electrical household appliances,87.3
8411,5/1/2016,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",99.8
8412,5/1/2016,WZ08-475,Retail sale of other household equipment,103.3
8413,5/1/2016,WZ08-47722,Retail sale of leather goods and luggage,127.4
8414,5/1/2016,WZ08-4730,Retail sale of automotive fuel,103
8415,5/1/2016,WZ08-47799,Retail sale of other second-hand goods in stores,110.5
8416,5/1/2016,WZ08-47641,"Retail sale of bicycles	 their parts and access.",154.1
8417,5/1/2016,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",106.4
8418,5/1/2016,WZ08-4765,Retail sale of games and toys,75.4
8419,5/1/2016,WZ08-473,Retail sale of automotive fuel,103
8420,5/1/2016,WZ08-4761,Retail sale of books,69.1
8421,5/1/2016,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",96.6
8422,5/1/2016,WZ08-4779,Retail sale of second-hand goods in stores,114.9
8423,5/1/2016,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",106.2
8424,5/1/2016,WZ08-479,"Retail trade not in stores	 stalls or markets",101.8
8425,5/1/2016,WZ08-47991,Retail sale of fuels from stock,78.2
8426,5/1/2016,WZ08-4777,Retail sale of watches and jewellery,85.7
8427,5/1/2016,WZ08-47592,Retail sale of china and glassware,86.3
8428,5/1/2016,WZ08-4771,Retail sale of clothing,97.6
8429,5/1/2016,WZ08-47762,"Retail sale of live animals	 animal food etc.",101.5
8430,5/1/2016,WZ08-477,Retail sale of other goods,102.5
8431,5/1/2016,WZ08-47302,Retail sale of private-brand automotive fuel,100.8
8432,5/1/2016,WZ08-472,"Retail sale of food	 beverages and tobacco",105.2
8433,5/1/2016,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,92.4
8434,5/1/2016,WZ08-478,Retail sale via stalls and markets,112.7
8435,5/1/2016,WZ08-4741,"Retail sale of computers	peripheral units	software",79
8436,5/1/2016,WZ08-47593,Retail sale of musical instruments and scores,93.2
8437,5/1/2016,WZ08-471-02,Retail trade in the traditional sense,101.4
8438,5/1/2016,WZ08-47919,Other retail sale v. mail order houses or Internet,107.6
8439,5/1/2016,WZ08-4789,Retail sale via stalls and markets of other goods,103.5
8440,5/1/2016,WZ08-47781,Activities of opticians,105.9
8441,5/1/2016,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",101.5
8442,5/1/2016,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",114.4
8443,5/1/2016,WZ08-47999,Other retail sale not in stores n.e.c.,96.3
8444,5/1/2016,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",145.2
8445,5/1/2016,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",98.4
8446,5/1/2016,WZ08-471-03,Retail trade in its more narrow definition,101.2
8447,5/1/2016,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",100.5
8448,5/1/2016,WZ08-4774,Retail sale of medical and orthopaedic goods,99
8449,5/1/2016,WZ08-47591,Retail sale of furniture,93.9
8450,5/1/2016,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",103.9
8451,5/1/2016,WZ08-47792,Retail sale in second-hand bookstores in stores,176.5
8452,5/1/2016,WZ08-4729,Other retail sale of food,98.4
8453,5/1/2016,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",93.2
8454,5/1/2016,WZ08-45-01,Motor trade and retail trade,102.8
8455,6/1/2016,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",99.2
8456,6/1/2016,WZ08-4751,Retail sale of textiles,92.8
8457,6/1/2016,WZ08-471-02,Retail trade in the traditional sense,101.9
8458,6/1/2016,WZ08-47191,Retail sale in non-specialised stores (ex. food),87.5
8459,6/1/2016,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",109.2
8460,6/1/2016,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",91.4
8461,6/1/2016,WZ08-47521,Retail sale of hardware and plastic products,124
8462,6/1/2016,WZ08-4761,Retail sale of books,75.7
8463,6/1/2016,WZ08-47791,Retail sale of antiques and antique rugs in stores,124.7
8464,6/1/2016,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",99.2
8465,6/1/2016,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",103.6
8466,6/1/2016,WZ08-47112,Other retail sale in non-spec.stores with food etc,97.2
8467,6/1/2016,WZ08-4741,"Retail sale of computers	peripheral units	software",91.1
8468,6/1/2016,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",102.1
8469,6/1/2016,WZ08-45-01,Motor trade and retail trade,106.8
8470,6/1/2016,WZ08-4763,Retail sale of music and video recordings,81
8471,6/1/2016,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",99.9
8472,6/1/2016,WZ08-4719-02,Retail sale of non-food,101.3
8473,6/1/2016,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",106.3
8474,6/1/2016,WZ08-4721,Retail sale of fruit and vegetables,141.6
8475,6/1/2016,WZ08-471-03,Retail trade in its more narrow definition,101.8
8476,6/1/2016,WZ08-4774,Retail sale of medical and orthopaedic goods,109.1
8477,6/1/2016,WZ08-47792,Retail sale in second-hand bookstores in stores,294.8
8478,6/1/2016,WZ08-47622,"Retail sale of stationery	school a.office supplies",92.9
8479,6/1/2016,WZ08-475,Retail sale of other household equipment,101.7
8480,6/1/2016,WZ08-47302,Retail sale of private-brand automotive fuel,103.8
8481,6/1/2016,WZ08-4752,"Retail sale of hardware	 paints and glass",112.5
8482,6/1/2016,WZ08-4725,Retail sale of beverages,113.3
8483,6/1/2016,WZ08-4765,Retail sale of games and toys,77.3
8484,6/1/2016,WZ08-471-04,"Retail trade	 except retail sale of fuels",102
8485,6/1/2016,WZ08-4791,Retail sale via mail order houses or via Internet,107.8
8486,6/1/2016,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",125
8487,6/1/2016,WZ08-473,Retail sale of automotive fuel,103.4
8488,6/1/2016,WZ08-4730,Retail sale of automotive fuel,103.4
8489,6/1/2016,WZ08-47991,Retail sale of fuels from stock,78.2
8490,6/1/2016,WZ08-4764,Retail sale of sporting equipment,115.9
8491,6/1/2016,WZ08-4742,Retail sale of telecommunications equipment,97.6
8492,6/1/2016,WZ08-4772,Retail sale of footwear and leather goods,111.1
8493,6/1/2016,WZ08-47592,Retail sale of china and glassware,86
8494,6/1/2016,WZ08-4775,Retail sale of cosmetic and toilet articles,101.7
8495,6/1/2016,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",99.7
8496,6/1/2016,WZ08-4773,Dispensing chemist,103.8
8497,6/1/2016,WZ08-479,"Retail trade not in stores	 stalls or markets",104.1
8498,6/1/2016,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",112.5
8499,6/1/2016,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",95.8
8500,6/1/2016,WZ08-47999,Other retail sale not in stores n.e.c.,102.2
8501,6/1/2016,WZ08-47781,Activities of opticians,106.7
8502,6/1/2016,WZ08-4789,Retail sale via stalls and markets of other goods,84.2
8503,6/1/2016,WZ08-4754,Retail sale of electrical household appliances,95.6
8504,6/1/2016,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",100.9
8505,6/1/2016,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),101.4
8506,6/1/2016,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",101.7
8507,6/1/2016,WZ08-474,Retail sale of information a. communication equip.,91.2
8508,6/1/2016,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",102.9
8509,6/1/2016,WZ08-4726,Retail sale of tobacco products,104
8510,6/1/2016,WZ08-471,Retail sale in non-specialised stores,101.1
8511,6/1/2016,WZ08-4799,"Other retail sale not in stores	 stalls or markets",85.8
8512,6/1/2016,WZ08-4778,Other retail sale of new goods,106.9
8513,6/1/2016,WZ08-47591,Retail sale of furniture,96.5
8514,6/1/2016,WZ08-47789,Other retail sale of new goods,90.3
8515,6/1/2016,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",102.3
8516,6/1/2016,WZ08-47722,Retail sale of leather goods and luggage,128.8
8517,6/1/2016,WZ08-47523,"Retail sale of paints	varnishes	building material",110.9
8518,6/1/2016,WZ08-47593,Retail sale of musical instruments and scores,94.2
8519,6/1/2016,WZ08-4729,Other retail sale of food,99.6
8520,6/1/2016,WZ08-478,Retail sale via stalls and markets,108.2
8521,6/1/2016,WZ08-47641,"Retail sale of bicycles	 their parts and access.",139.2
8522,6/1/2016,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",107.5
8523,6/1/2016,WZ08-4779,Retail sale of second-hand goods in stores,124.7
8524,6/1/2016,WZ08-472,"Retail sale of food	 beverages and tobacco",106.6
8525,6/1/2016,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",101.1
8526,6/1/2016,WZ08-477,Retail sale of other goods,102.6
8527,6/1/2016,WZ08-4771,Retail sale of clothing,97.5
8528,6/1/2016,WZ08-4777,Retail sale of watches and jewellery,95
8529,6/1/2016,WZ08-47762,"Retail sale of live animals	 animal food etc.",100.5
8530,6/1/2016,WZ08-47799,Retail sale of other second-hand goods in stores,109.9
8531,6/1/2016,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,94.8
8532,6/1/2016,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",95.4
8533,6/1/2016,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",101.7
8534,6/1/2016,WZ08-4719-01,Retail sale of non-food (incl. markets of food),101.3
8535,6/1/2016,WZ08-476,Retail sale of cultural and recreation goods,99.8
8536,6/1/2016,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",101.7
8537,6/1/2016,WZ08-47919,Other retail sale v. mail order houses or Internet,110
8538,6/1/2016,WZ08-4719,Other retail sale in non-specialised stores,92.6
8539,6/1/2016,WZ08-4741-01,Retail sale of books and stationery,100.9
8540,6/1/2016,WZ08-47721,Retail sale of footwear,108
8541,6/1/2016,WZ08-4711,Retail sale in non-spec. stores with food etc.,101.8
8542,6/1/2016,WZ08-471-01,Retail trade in-store,101.5
8543,6/1/2016,WZ08-4743,Retail sale of audio and video equipment,89.8
8544,6/1/2016,WZ08-4762,Retail sale of newspapers and stationery,96.5
8545,6/1/2016,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",103.7
8546,6/1/2016,WZ08-47599,Retail sale of household articles n.e.c.,86.9
8547,6/1/2016,WZ08-4711-02,Retail sale of food,102.3
8548,6/1/2016,WZ08-47301,Retail sale on behalf of others of automotive fuel,102.9
8549,6/1/2016,WZ08-4722,Retail sale of meat and meat products,97.8
8550,7/1/2016,WZ08-4730,Retail sale of automotive fuel,104.4
8551,7/1/2016,WZ08-4722,Retail sale of meat and meat products,98.2
8552,7/1/2016,WZ08-47991,Retail sale of fuels from stock,74.4
8553,7/1/2016,WZ08-471-04,"Retail trade	 except retail sale of fuels",101.4
8554,7/1/2016,WZ08-4719,Other retail sale in non-specialised stores,98.5
8555,7/1/2016,WZ08-47722,Retail sale of leather goods and luggage,148.9
8556,7/1/2016,WZ08-4765,Retail sale of games and toys,90.6
8557,7/1/2016,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",92.4
8558,7/1/2016,WZ08-4774,Retail sale of medical and orthopaedic goods,101.6
8559,7/1/2016,WZ08-47762,"Retail sale of live animals	 animal food etc.",102.5
8560,7/1/2016,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,100.5
8561,7/1/2016,WZ08-4777,Retail sale of watches and jewellery,97.2
8562,7/1/2016,WZ08-4741,"Retail sale of computers	peripheral units	software",88.3
8563,7/1/2016,WZ08-471-02,Retail trade in the traditional sense,101.1
8564,7/1/2016,WZ08-4763,Retail sale of music and video recordings,88.3
8565,7/1/2016,WZ08-47523,"Retail sale of paints	varnishes	building material",108.2
8566,7/1/2016,WZ08-47301,Retail sale on behalf of others of automotive fuel,105.8
8567,7/1/2016,WZ08-47593,Retail sale of musical instruments and scores,79.2
8568,7/1/2016,WZ08-4729,Other retail sale of food,98.2
8569,7/1/2016,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",103.5
8570,7/1/2016,WZ08-478,Retail sale via stalls and markets,105.5
8571,7/1/2016,WZ08-47592,Retail sale of china and glassware,77.9
8572,7/1/2016,WZ08-47191,Retail sale in non-specialised stores (ex. food),93.7
8573,7/1/2016,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",116.7
8574,7/1/2016,WZ08-4743,Retail sale of audio and video equipment,89.7
8575,7/1/2016,WZ08-472,"Retail sale of food	 beverages and tobacco",107.2
8576,7/1/2016,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",101.1
8577,7/1/2016,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",110.1
8578,7/1/2016,WZ08-473,Retail sale of automotive fuel,104.4
8579,7/1/2016,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",107.2
8580,7/1/2016,WZ08-47799,Retail sale of other second-hand goods in stores,98.7
8581,7/1/2016,WZ08-47521,Retail sale of hardware and plastic products,110.8
8582,7/1/2016,WZ08-4791,Retail sale via mail order houses or via Internet,100.1
8583,7/1/2016,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",102.9
8584,7/1/2016,WZ08-47792,Retail sale in second-hand bookstores in stores,106.3
8585,7/1/2016,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",103.3
8586,7/1/2016,WZ08-4726,Retail sale of tobacco products,107.1
8587,7/1/2016,WZ08-4721,Retail sale of fruit and vegetables,113.7
8588,7/1/2016,WZ08-476,Retail sale of cultural and recreation goods,109
8589,7/1/2016,WZ08-47721,Retail sale of footwear,106
8590,7/1/2016,WZ08-471,Retail sale in non-specialised stores,102.2
8591,7/1/2016,WZ08-47622,"Retail sale of stationery	school a.office supplies",94.5
8592,7/1/2016,WZ08-47112,Other retail sale in non-spec.stores with food etc,99
8593,7/1/2016,WZ08-4799,"Other retail sale not in stores	 stalls or markets",81.5
8594,7/1/2016,WZ08-4711,Retail sale in non-spec. stores with food etc.,102.5
8595,7/1/2016,WZ08-47789,Other retail sale of new goods,85.1
8596,7/1/2016,WZ08-4778,Other retail sale of new goods,98.2
8597,7/1/2016,WZ08-4775,Retail sale of cosmetic and toilet articles,104.3
8598,7/1/2016,WZ08-4725,Retail sale of beverages,118.1
8599,7/1/2016,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",101
8600,7/1/2016,WZ08-47599,Retail sale of household articles n.e.c.,85.8
8601,7/1/2016,WZ08-4752,"Retail sale of hardware	 paints and glass",108.6
8602,7/1/2016,WZ08-4742,Retail sale of telecommunications equipment,104.2
8603,7/1/2016,WZ08-4719-02,Retail sale of non-food,100
8604,7/1/2016,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",101.3
8605,7/1/2016,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",100.5
8606,7/1/2016,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",99.1
8607,7/1/2016,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",106.2
8608,7/1/2016,WZ08-471-03,Retail trade in its more narrow definition,101.2
8609,7/1/2016,WZ08-4772,Retail sale of footwear and leather goods,110.7
8610,7/1/2016,WZ08-47999,Other retail sale not in stores n.e.c.,96.7
8611,7/1/2016,WZ08-4741-01,Retail sale of books and stationery,101.5
8612,7/1/2016,WZ08-4764,Retail sale of sporting equipment,122.9
8613,7/1/2016,WZ08-4762,Retail sale of newspapers and stationery,97.9
8614,7/1/2016,WZ08-4789,Retail sale via stalls and markets of other goods,87.6
8615,7/1/2016,WZ08-45-01,Motor trade and retail trade,101.2
8616,7/1/2016,WZ08-4754,Retail sale of electrical household appliances,92.1
8617,7/1/2016,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",95.8
8618,7/1/2016,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),113.3
8619,7/1/2016,WZ08-4711-02,Retail sale of food,102.9
8620,7/1/2016,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",102.2
8621,7/1/2016,WZ08-474,Retail sale of information a. communication equip.,91.6
8622,7/1/2016,WZ08-475,Retail sale of other household equipment,99.3
8623,7/1/2016,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",81.9
8624,7/1/2016,WZ08-47919,Other retail sale v. mail order houses or Internet,107.3
8625,7/1/2016,WZ08-477,Retail sale of other goods,101.9
8626,7/1/2016,WZ08-47641,"Retail sale of bicycles	 their parts and access.",138.3
8627,7/1/2016,WZ08-4773,Dispensing chemist,103.4
8628,7/1/2016,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",100.4
8629,7/1/2016,WZ08-4719-01,Retail sale of non-food (incl. markets of food),99.8
8630,7/1/2016,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",93.4
8631,7/1/2016,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",93.8
8632,7/1/2016,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",97.2
8633,7/1/2016,WZ08-4751,Retail sale of textiles,94.5
8634,7/1/2016,WZ08-471-01,Retail trade in-store,101.8
8635,7/1/2016,WZ08-47302,Retail sale of private-brand automotive fuel,103
8636,7/1/2016,WZ08-47781,Activities of opticians,104.7
8637,7/1/2016,WZ08-479,"Retail trade not in stores	 stalls or markets",96.9
8638,7/1/2016,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",99.6
8639,7/1/2016,WZ08-4771,Retail sale of clothing,99.4
8640,7/1/2016,WZ08-47591,Retail sale of furniture,94.5
8641,7/1/2016,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",97.4
8642,7/1/2016,WZ08-47791,Retail sale of antiques and antique rugs in stores,129.1
8643,7/1/2016,WZ08-4761,Retail sale of books,94.6
8644,7/1/2016,WZ08-4779,Retail sale of second-hand goods in stores,109.5
8645,8/1/2016,WZ08-47789,Other retail sale of new goods,93.6
8646,8/1/2016,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,96.3
8647,8/1/2016,WZ08-4719,Other retail sale in non-specialised stores,96.5
8648,8/1/2016,WZ08-4778,Other retail sale of new goods,99.1
8649,8/1/2016,WZ08-4719-01,Retail sale of non-food (incl. markets of food),99.1
8650,8/1/2016,WZ08-4711,Retail sale in non-spec. stores with food etc.,100.4
8651,8/1/2016,WZ08-47722,Retail sale of leather goods and luggage,147
8652,8/1/2016,WZ08-4799,"Other retail sale not in stores	 stalls or markets",89.9
8653,8/1/2016,WZ08-47592,Retail sale of china and glassware,82.9
8654,8/1/2016,WZ08-471-03,Retail trade in its more narrow definition,99.7
8655,8/1/2016,WZ08-4725,Retail sale of beverages,110
8656,8/1/2016,WZ08-4711-02,Retail sale of food,100.6
8657,8/1/2016,WZ08-4722,Retail sale of meat and meat products,95
8658,8/1/2016,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",99.8
8659,8/1/2016,WZ08-47301,Retail sale on behalf of others of automotive fuel,103.2
8660,8/1/2016,WZ08-47591,Retail sale of furniture,93.6
8661,8/1/2016,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",98.5
8662,8/1/2016,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",99.7
8663,8/1/2016,WZ08-4773,Dispensing chemist,101.1
8664,8/1/2016,WZ08-479,"Retail trade not in stores	 stalls or markets",102.9
8665,8/1/2016,WZ08-471-01,Retail trade in-store,99.4
8666,8/1/2016,WZ08-47599,Retail sale of household articles n.e.c.,89.2
8667,8/1/2016,WZ08-47523,"Retail sale of paints	varnishes	building material",105.9
8668,8/1/2016,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",118.2
8669,8/1/2016,WZ08-47721,Retail sale of footwear,101.1
8670,8/1/2016,WZ08-4729,Other retail sale of food,96
8671,8/1/2016,WZ08-476,Retail sale of cultural and recreation goods,111.9
8672,8/1/2016,WZ08-4752,"Retail sale of hardware	 paints and glass",106.3
8673,8/1/2016,WZ08-475,Retail sale of other household equipment,98.1
8674,8/1/2016,WZ08-4762,Retail sale of newspapers and stationery,107.3
8675,8/1/2016,WZ08-472,"Retail sale of food	 beverages and tobacco",102.5
8676,8/1/2016,WZ08-47762,"Retail sale of live animals	 animal food etc.",108.4
8677,8/1/2016,WZ08-47641,"Retail sale of bicycles	 their parts and access.",137.4
8678,8/1/2016,WZ08-478,Retail sale via stalls and markets,96.7
8679,8/1/2016,WZ08-4741-01,Retail sale of books and stationery,100.7
8680,8/1/2016,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",99.5
8681,8/1/2016,WZ08-47792,Retail sale in second-hand bookstores in stores,46.3
8682,8/1/2016,WZ08-4775,Retail sale of cosmetic and toilet articles,104.6
8683,8/1/2016,WZ08-47799,Retail sale of other second-hand goods in stores,94.8
8684,8/1/2016,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",102.1
8685,8/1/2016,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",100.4
8686,8/1/2016,WZ08-4721,Retail sale of fruit and vegetables,94.7
8687,8/1/2016,WZ08-4765,Retail sale of games and toys,89.6
8688,8/1/2016,WZ08-477,Retail sale of other goods,98.3
8689,8/1/2016,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",103
8690,8/1/2016,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",97
8691,8/1/2016,WZ08-47781,Activities of opticians,106.9
8692,8/1/2016,WZ08-47991,Retail sale of fuels from stock,86.5
8693,8/1/2016,WZ08-4777,Retail sale of watches and jewellery,95.4
8694,8/1/2016,WZ08-4763,Retail sale of music and video recordings,90.3
8695,8/1/2016,WZ08-4743,Retail sale of audio and video equipment,89.6
8696,8/1/2016,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",93.5
8697,8/1/2016,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",92.6
8698,8/1/2016,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",93.6
8699,8/1/2016,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",90.2
8700,8/1/2016,WZ08-4774,Retail sale of medical and orthopaedic goods,102.9
8701,8/1/2016,WZ08-45-01,Motor trade and retail trade,100.4
8702,8/1/2016,WZ08-4772,Retail sale of footwear and leather goods,105.9
8703,8/1/2016,WZ08-473,Retail sale of automotive fuel,103.3
8704,8/1/2016,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",92.9
8705,8/1/2016,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",102.1
8706,8/1/2016,WZ08-4761,Retail sale of books,110.8
8707,8/1/2016,WZ08-4730,Retail sale of automotive fuel,103.3
8708,8/1/2016,WZ08-4789,Retail sale via stalls and markets of other goods,89.2
8709,8/1/2016,WZ08-47622,"Retail sale of stationery	school a.office supplies",111.4
8710,8/1/2016,WZ08-471-04,"Retail trade	 except retail sale of fuels",99.8
8711,8/1/2016,WZ08-4779,Retail sale of second-hand goods in stores,90.5
8712,8/1/2016,WZ08-471-02,Retail trade in the traditional sense,99.7
8713,8/1/2016,WZ08-4754,Retail sale of electrical household appliances,93.7
8714,8/1/2016,WZ08-4764,Retail sale of sporting equipment,119
8715,8/1/2016,WZ08-4742,Retail sale of telecommunications equipment,95.5
8716,8/1/2016,WZ08-474,Retail sale of information a. communication equip.,89.7
8717,8/1/2016,WZ08-47919,Other retail sale v. mail order houses or Internet,110.5
8718,8/1/2016,WZ08-47112,Other retail sale in non-spec.stores with food etc,96.4
8719,8/1/2016,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",98.5
8720,8/1/2016,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),107.6
8721,8/1/2016,WZ08-4771,Retail sale of clothing,90.6
8722,8/1/2016,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",96.1
