,date,code,kind_of_trade,turnover
3963,6/1/2012,WZ08-4741-01,Retail sale of books and stationery,103.2
3964,6/1/2012,WZ08-4799,"Other retail sale not in stores	 stalls or markets",138.7
3965,6/1/2012,WZ08-479,"Retail trade not in stores	 stalls or markets",74.1
3966,6/1/2012,WZ08-47599,Retail sale of household articles n.e.c.,90
3967,6/1/2012,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",86.1
3968,6/1/2012,WZ08-4726,Retail sale of tobacco products,97.5
3969,6/1/2012,WZ08-47721,Retail sale of footwear,92
3970,6/1/2012,WZ08-47622,"Retail sale of stationery	school a.office supplies",97.5
3971,6/1/2012,WZ08-4775,Retail sale of cosmetic and toilet articles,93.5
3972,6/1/2012,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",103.9
3973,6/1/2012,WZ08-47991,Retail sale of fuels from stock,150.7
3974,6/1/2012,WZ08-47791,Retail sale of antiques and antique rugs in stores,162.8
3975,6/1/2012,WZ08-4711,Retail sale in non-spec. stores with food etc.,93.4
3976,6/1/2012,WZ08-4719-02,Retail sale of non-food,92.9
3977,6/1/2012,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",100.6
3978,6/1/2012,WZ08-47919,Other retail sale v. mail order houses or Internet,59.2
3979,6/1/2012,WZ08-471-03,Retail trade in its more narrow definition,93
3980,6/1/2012,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",93.4
3981,6/1/2012,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",112.6
3982,6/1/2012,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",123.7
3983,6/1/2012,WZ08-4764,Retail sale of sporting equipment,101.2
3984,6/1/2012,WZ08-47792,Retail sale in second-hand bookstores in stores,176.1
3985,6/1/2012,WZ08-4729,Other retail sale of food,88.2
3986,6/1/2012,WZ08-4741,"Retail sale of computers	peripheral units	software",92.9
3987,6/1/2012,WZ08-4719-01,Retail sale of non-food (incl. markets of food),92
3988,6/1/2012,WZ08-472,"Retail sale of food	 beverages and tobacco",103.1
3989,6/1/2012,WZ08-4725,Retail sale of beverages,106.9
3990,7/1/2012,WZ08-476,Retail sale of cultural and recreation goods,100.8
3991,7/1/2012,WZ08-47919,Other retail sale v. mail order houses or Internet,59.8
3992,7/1/2012,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",98.5
3993,7/1/2012,WZ08-4791,Retail sale via mail order houses or via Internet,61.1
3994,7/1/2012,WZ08-47592,Retail sale of china and glassware,97.1
3995,7/1/2012,WZ08-45-01,Motor trade and retail trade,89.5
3996,7/1/2012,WZ08-475,Retail sale of other household equipment,98.4
3997,7/1/2012,WZ08-4762,Retail sale of newspapers and stationery,102.6
3998,7/1/2012,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",86.2
3999,7/1/2012,WZ08-4726,Retail sale of tobacco products,99.4
4000,7/1/2012,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",98.1
4001,7/1/2012,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",96.7
4002,7/1/2012,WZ08-471-01,Retail trade in-store,93.3
4003,7/1/2012,WZ08-4774,Retail sale of medical and orthopaedic goods,86.6
4004,7/1/2012,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",67.8
4005,7/1/2012,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",86.6
4006,7/1/2012,WZ08-4775,Retail sale of cosmetic and toilet articles,81.9
4007,7/1/2012,WZ08-4765,Retail sale of games and toys,90.8
4008,7/1/2012,WZ08-4761,Retail sale of books,100.4
4009,7/1/2012,WZ08-47991,Retail sale of fuels from stock,142.1
4010,7/1/2012,WZ08-4789,Retail sale via stalls and markets of other goods,106.9
4011,7/1/2012,WZ08-4772,Retail sale of footwear and leather goods,93.8
4012,7/1/2012,WZ08-4729,Other retail sale of food,83.8
4013,7/1/2012,WZ08-471-04,"Retail trade	 except retail sale of fuels",90
4014,7/1/2012,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",99.5
4015,7/1/2012,WZ08-4725,Retail sale of beverages,102.6
4016,7/1/2012,WZ08-4777,Retail sale of watches and jewellery,119.3
4017,7/1/2012,WZ08-477,Retail sale of other goods,93.3
4018,7/1/2012,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),96.8
4019,7/1/2012,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",101
4020,7/1/2012,WZ08-471-02,Retail trade in the traditional sense,88
4021,7/1/2012,WZ08-4779,Retail sale of second-hand goods in stores,153.2
4022,7/1/2012,WZ08-47191,Retail sale in non-specialised stores (ex. food),99.8
4023,7/1/2012,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",90.9
4024,7/1/2012,WZ08-478,Retail sale via stalls and markets,100.3
4025,7/1/2012,WZ08-47302,Retail sale of private-brand automotive fuel,116.9
4026,7/1/2012,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",96.5
4027,7/1/2012,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",89.6
4028,7/1/2012,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",106.1
4029,7/1/2012,WZ08-479,"Retail trade not in stores	 stalls or markets",73.2
4030,7/1/2012,WZ08-47593,Retail sale of musical instruments and scores,73.4
4031,7/1/2012,WZ08-4751,Retail sale of textiles,105.8
4032,7/1/2012,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",141.6
4033,7/1/2012,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,102.4
4034,7/1/2012,WZ08-4743,Retail sale of audio and video equipment,95.7
4035,7/1/2012,WZ08-4741-01,Retail sale of books and stationery,102.3
4036,7/1/2012,WZ08-4771,Retail sale of clothing,96.6
4037,7/1/2012,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",91.3
4038,7/1/2012,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",92.5
4039,7/1/2012,WZ08-47791,Retail sale of antiques and antique rugs in stores,146.7
4040,7/1/2012,WZ08-4763,Retail sale of music and video recordings,114.4
4041,7/1/2012,WZ08-47523,"Retail sale of paints	varnishes	building material",112
4042,7/1/2012,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",89.3
4043,7/1/2012,WZ08-4719-01,Retail sale of non-food (incl. markets of food),91.8
4044,7/1/2012,WZ08-4764,Retail sale of sporting equipment,102
4045,7/1/2012,WZ08-47722,Retail sale of leather goods and luggage,100.4
4046,7/1/2012,WZ08-4722,Retail sale of meat and meat products,96.7
4047,7/1/2012,WZ08-4719,Other retail sale in non-specialised stores,102
4048,7/1/2012,WZ08-4778,Other retail sale of new goods,108.2
4049,7/1/2012,WZ08-47789,Other retail sale of new goods,156.5
4050,7/1/2012,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",101
4051,7/1/2012,WZ08-47792,Retail sale in second-hand bookstores in stores,197.7
4052,7/1/2012,WZ08-47762,"Retail sale of live animals	 animal food etc.",94.6
4053,7/1/2012,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",97.8
4054,7/1/2012,WZ08-47622,"Retail sale of stationery	school a.office supplies",103.6
4055,7/1/2012,WZ08-4711-02,Retail sale of food,89.3
4056,7/1/2012,WZ08-4721,Retail sale of fruit and vegetables,90.8
4057,7/1/2012,WZ08-47781,Activities of opticians,88.9
4058,7/1/2012,WZ08-4799,"Other retail sale not in stores	 stalls or markets",132.2
4059,7/1/2012,WZ08-4752,"Retail sale of hardware	 paints and glass",112.1
4060,7/1/2012,WZ08-4754,Retail sale of electrical household appliances,95.2
4061,7/1/2012,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",90.6
4062,7/1/2012,WZ08-47521,Retail sale of hardware and plastic products,113
4063,7/1/2012,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",97.5
4064,7/1/2012,WZ08-4741,"Retail sale of computers	peripheral units	software",98.5
4065,7/1/2012,WZ08-47301,Retail sale on behalf of others of automotive fuel,110.3
4066,7/1/2012,WZ08-4730,Retail sale of automotive fuel,113.4
4067,7/1/2012,WZ08-474,Retail sale of information a. communication equip.,96.2
4068,7/1/2012,WZ08-4719-02,Retail sale of non-food,92.8
4069,7/1/2012,WZ08-47999,Other retail sale not in stores n.e.c.,104.4
4070,7/1/2012,WZ08-4742,Retail sale of telecommunications equipment,90.6
4071,7/1/2012,WZ08-4711,Retail sale in non-spec. stores with food etc.,88.5
4072,7/1/2012,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",96.3
4073,7/1/2012,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",105.4
4074,7/1/2012,WZ08-47599,Retail sale of household articles n.e.c.,91.9
4075,7/1/2012,WZ08-47721,Retail sale of footwear,93.3
4076,7/1/2012,WZ08-47799,Retail sale of other second-hand goods in stores,159.5
4077,7/1/2012,WZ08-47591,Retail sale of furniture,89.8
4078,7/1/2012,WZ08-471,Retail sale in non-specialised stores,89.4
4079,7/1/2012,WZ08-4773,Dispensing chemist,87.7
4080,7/1/2012,WZ08-47641,"Retail sale of bicycles	 their parts and access.",109.1
4081,7/1/2012,WZ08-472,"Retail sale of food	 beverages and tobacco",98.1
4082,7/1/2012,WZ08-47112,Other retail sale in non-spec.stores with food etc,98
4083,7/1/2012,WZ08-471-03,Retail trade in its more narrow definition,90.2
4084,7/1/2012,WZ08-473,Retail sale of automotive fuel,113.4
4085,8/1/2012,WZ08-4772,Retail sale of footwear and leather goods,93.8
4086,8/1/2012,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",92.9
4087,8/1/2012,WZ08-4741,"Retail sale of computers	peripheral units	software",91.5
4088,8/1/2012,WZ08-47761,"Retail sale of flowers	 plants	 seeds	 fertilisers",94.7
4089,8/1/2012,WZ08-4771,Retail sale of clothing,88.2
4090,8/1/2012,WZ08-47991,Retail sale of fuels from stock,115.8
4091,8/1/2012,WZ08-472,"Retail sale of food	 beverages and tobacco",100.8
4092,8/1/2012,WZ08-47762,"Retail sale of live animals	 animal food etc.",91.6
4093,8/1/2012,WZ08-474-01,"Retail sale of furniture	 HiFi and IT",99.6
4094,8/1/2012,WZ08-47799,Retail sale of other second-hand goods in stores,169.4
4095,8/1/2012,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",93.8
4096,8/1/2012,WZ08-4774,Retail sale of medical and orthopaedic goods,83.5
4097,8/1/2012,WZ08-4765,Retail sale of games and toys,90.3
4098,8/1/2012,WZ08-4719-01,Retail sale of non-food (incl. markets of food),90
4099,8/1/2012,WZ08-4719-02,Retail sale of non-food,91.3
4100,8/1/2012,WZ08-47521,Retail sale of hardware and plastic products,119
4101,8/1/2012,WZ08-4775,Retail sale of cosmetic and toilet articles,84.1
4102,8/1/2012,WZ08-47302,Retail sale of private-brand automotive fuel,121
4103,8/1/2012,WZ08-4761,Retail sale of books,125.4
4104,8/1/2012,WZ08-47111,"Retail sale of food	bev.	tob. in non-spec. stores",90.1
4105,8/1/2012,WZ08-47721,Retail sale of footwear,93.4
4106,8/1/2012,WZ08-4762,Retail sale of newspapers and stationery,116.8
4107,8/1/2012,WZ08-476,Retail sale of cultural and recreation goods,106.5
4108,8/1/2012,WZ08-47599,Retail sale of household articles n.e.c.,88
4109,8/1/2012,WZ08-47591,Retail sale of furniture,94.2
4110,8/1/2012,WZ08-4759,"Retail sale of furniture	 lighting equipment etc.",93.8
4111,8/1/2012,WZ08-4752-01,"Retail sale of furniture	furnishings	hh.equip.etc.",101.2
4112,8/1/2012,WZ08-4743-01,"Retail sale of furnishings	 household equip. etc.",100.6
4113,8/1/2012,WZ08-47592,Retail sale of china and glassware,100.1
4114,8/1/2012,WZ08-475,Retail sale of other household equipment,101
4115,8/1/2012,WZ08-4724,"Retail sale of bread	cakes	flour a. sugar confect.",105.9
4116,8/1/2012,WZ08-47523,"Retail sale of paints	varnishes	building material",113
4117,8/1/2012,WZ08-4711-01,"Retail sale of food	 except retail sale via stalls",92.7
4118,8/1/2012,WZ08-47722,Retail sale of leather goods and luggage,99.3
4119,8/1/2012,WZ08-4741-01,Retail sale of books and stationery,101.7
4120,8/1/2012,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",131.2
4121,8/1/2012,WZ08-4722,Retail sale of meat and meat products,100
4122,8/1/2012,WZ08-47593,Retail sale of musical instruments and scores,86.6
4123,8/1/2012,WZ08-47621,"Retail sale of newspapers	 journals	 periodicals",104.6
4124,8/1/2012,WZ08-4723,"Retail sale of fish	 crustaceans and molluscs",115.6
4125,8/1/2012,WZ08-4711-02,Retail sale of food,92.7
4126,8/1/2012,WZ08-4721,Retail sale of fruit and vegetables,86.6
4127,8/1/2012,WZ08-4752,"Retail sale of hardware	 paints and glass",113.7
4128,8/1/2012,WZ08-4763,Retail sale of music and video recordings,107
4129,8/1/2012,WZ08-4754,Retail sale of electrical household appliances,95.5
4130,8/1/2012,WZ08-477,Retail sale of other goods,89.4
4131,8/1/2012,WZ08-474,Retail sale of information a. communication equip.,95.5
4132,8/1/2012,WZ08-4779,Retail sale of second-hand goods in stores,182.7
4133,8/1/2012,WZ08-4729,Other retail sale of food,87.4
4134,8/1/2012,WZ08-4791,Retail sale via mail order houses or via Internet,60.7
4135,8/1/2012,WZ08-47191,Retail sale in non-specialised stores (ex. food),99.6
4136,8/1/2012,WZ08-47999,Other retail sale not in stores n.e.c.,97.4
4137,8/1/2012,WZ08-4781,"Retail sale via stalls	 markets of food	bev.	tob.",99
4138,8/1/2012,WZ08-479,"Retail trade not in stores	 stalls or markets",69
4139,8/1/2012,WZ08-4773,Dispensing chemist,83.9
4140,8/1/2012,WZ08-471-04,"Retail trade	 except retail sale of fuels",90.9
4141,8/1/2012,WZ08-4719,Other retail sale in non-specialised stores,100
4142,8/1/2012,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",91.9
4143,8/1/2012,WZ08-4773-01,"Dispensing chemist	retail sale of medic. goods etc",83.8
4144,8/1/2012,WZ08-471-01,Retail trade in-store,94.3
4145,8/1/2012,WZ08-4799,"Other retail sale not in stores	 stalls or markets",110.7
4146,8/1/2012,WZ08-47919,Other retail sale v. mail order houses or Internet,60.1
4147,8/1/2012,WZ08-47789,Other retail sale of new goods,126.9
4148,8/1/2012,WZ08-47783,"Retail sale of art	pictures	craftwork	stamps etc.",103.7
4149,8/1/2012,WZ08-478,Retail sale via stalls and markets,99.6
4150,8/1/2012,WZ08-47911,"Retail sale of textiles etc. v.mail order	Internet",66.1
4151,8/1/2012,WZ08-471-02,Retail trade in the traditional sense,89.2
4152,8/1/2012,WZ08-4789,Retail sale via stalls and markets of other goods,103.8
4153,8/1/2012,WZ08-4725,Retail sale of beverages,106.9
4154,8/1/2012,WZ08-47792,Retail sale in second-hand bookstores in stores,102
4155,8/1/2012,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),93.3
4156,8/1/2012,WZ08-4751-01,"Retail sale of textiles	 clothing and footwear",89.6
4157,8/1/2012,WZ08-4751,Retail sale of textiles,100.7
4158,8/1/2012,WZ08-47622,"Retail sale of stationery	school a.office supplies",124.8
4159,8/1/2012,WZ08-4743,Retail sale of audio and video equipment,97.1
4160,8/1/2012,WZ08-4778,Other retail sale of new goods,102.8
4161,8/1/2012,WZ08-4726,Retail sale of tobacco products,103.2
4162,8/1/2012,WZ08-47-02,"Retail trade	 except motor trade and sale of fuel",91.2
4163,8/1/2012,WZ08-4764,Retail sale of sporting equipment,98.4
4164,8/1/2012,WZ08-4730,Retail sale of automotive fuel,115.9
4165,8/1/2012,WZ08-473,Retail sale of automotive fuel,115.9
4166,8/1/2012,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",89.8
4167,8/1/2012,WZ08-47641,"Retail sale of bicycles	 their parts and access.",105.6
4168,8/1/2012,WZ08-47192,Retail sale in non-spec.stores with non-food pred.,99.9
4169,8/1/2012,WZ08-47301,Retail sale on behalf of others of automotive fuel,111.2
4170,8/1/2012,WZ08-471-03,Retail trade in its more narrow definition,91.6
4171,8/1/2012,WZ08-47112,Other retail sale in non-spec.stores with food etc,101.2
4172,8/1/2012,WZ08-47781,Activities of opticians,90.1
4173,8/1/2012,WZ08-4711,Retail sale in non-spec. stores with food etc.,92
4174,8/1/2012,WZ08-47791,Retail sale of antiques and antique rugs in stores,228
4175,8/1/2012,WZ08-45-01,Motor trade and retail trade,88
4176,8/1/2012,WZ08-4777,Retail sale of watches and jewellery,116.2
4177,8/1/2012,WZ08-471,Retail sale in non-specialised stores,92.5
4178,8/1/2012,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",100.3
4179,8/1/2012,WZ08-4742,Retail sale of telecommunications equipment,91.8
4180,9/1/2012,WZ08-4771,Retail sale of clothing,103.6
4181,9/1/2012,WZ08-47302,Retail sale of private-brand automotive fuel,120.7
4182,9/1/2012,WZ08-4725,Retail sale of beverages,92.2
4183,9/1/2012,WZ08-4751,Retail sale of textiles,106.9
4184,9/1/2012,WZ08-45-01,Motor trade and retail trade,87.1
4185,9/1/2012,WZ08-47641,"Retail sale of bicycles	 their parts and access.",80.9
4186,9/1/2012,WZ08-47782,"Retail sale of photographic	 optical equip. etc.",117.6
4187,9/1/2012,WZ08-47721,Retail sale of footwear,115.8
4188,9/1/2012,WZ08-47642,Retail sale of sports a. camping goods (ex. camp.),87.6
4189,9/1/2012,WZ08-4743,Retail sale of audio and video equipment,98.3
4190,9/1/2012,WZ08-4765,Retail sale of games and toys,84.9
4191,9/1/2012,WZ08-4751-02,"Retail sale of textiles	clothing	footwear	leather",106
4192,9/1/2012,WZ08-47599,Retail sale of household articles n.e.c.,87.3
4193,9/1/2012,WZ08-4721,Retail sale of fruit and vegetables,77
4194,9/1/2012,WZ08-4741-01,Retail sale of books and stationery,98.4
4195,9/1/2012,WZ08-47791,Retail sale of antiques and antique rugs in stores,166.4
4196,9/1/2012,WZ08-4752,"Retail sale of hardware	 paints and glass",105.1
4197,9/1/2012,WZ08-4775,Retail sale of cosmetic and toilet articles,75
4198,9/1/2012,WZ08-47112,Other retail sale in non-spec.stores with food etc,96.1
4199,9/1/2012,WZ08-471-03,Retail trade in its more narrow definition,89.9
4200,9/1/2012,WZ08-4719,Other retail sale in non-specialised stores,99.7
4201,9/1/2012,WZ08-47521,Retail sale of hardware and plastic products,110.1
4202,9/1/2012,WZ08-4772,Retail sale of footwear and leather goods,114.2
4203,9/1/2012,WZ08-47,"Retail trade	 except motor vehicles a. motorcycles",90.4
4204,9/1/2012,WZ08-4719-01,Retail sale of non-food (incl. markets of food),91.7
4205,9/1/2012,WZ08-47991,Retail sale of fuels from stock,137.4
4206,9/1/2012,WZ08-4764,Retail sale of sporting equipment,84.8
4207,9/1/2012,WZ08-4799,"Other retail sale not in stores	 stalls or markets",126.9
4208,9/1/2012,WZ08-4719-02,Retail sale of non-food,92.7
4209,9/1/2012,WZ08-471-04,"Retail trade	 except retail sale of fuels",89.1
4210,9/1/2012,WZ08-4779,Retail sale of second-hand goods in stores,161.1
4211,9/1/2012,WZ08-474,Retail sale of information a. communication equip.,96.5
4212,9/1/2012,WZ08-4774,Retail sale of medical and orthopaedic goods,82.3
4213,9/1/2012,WZ08-4753,"Retail sale of carpets	 rugs	 wall a. floor cover.",91.5
4214,9/1/2012,WZ08-4754,Retail sale of electrical household appliances,92.1
4215,9/1/2012,WZ08-4776,"Retail sale of flowers	plants	seeds	fertil.	anim.",93.5
4216,9/1/2012,WZ08-4782,"Retail sale v.stalls	markets of text.	cloth.	foot.",99.7
